Generation,Ranking,BOBs,Time for Generation,Time since Initiation
72,"[(0, 43), (1, 43), (2, 44), (24, 44), (39, 44), (74, 44), (86, 44), (3, 45), (4, 45), (5, 45), (23, 45), (47, 45), (52, 45), (65, 45), (79, 45), (85, 45), (88, 45), (89, 45), (8, 46), (9, 46), (11, 46), (14, 46), (15, 46), (17, 46), (18, 46), (19, 46), (21, 46), (22, 46), (25, 46), (26, 46), (27, 46), (28, 46), (29, 46), (31, 46), (32, 46), (33, 46), (35, 46), (36, 46), (37, 46), (40, 46), (41, 46), (42, 46), (43, 46), (44, 46), (45, 46), (48, 46), (49, 46), (51, 46), (53, 46), (54, 46), (55, 46), (56, 46), (57, 46), (58, 46), (59, 46), (60, 46), (61, 46), (63, 46), (66, 46), (67, 46), (68, 46), (69, 46), (70, 46), (71, 46), (72, 46), (75, 46), (76, 46), (77, 46), (78, 46), (80, 46), (81, 46), (82, 46), (83, 46), (84, 46), (91, 46), (95, 46), (96, 46), (97, 46), (98, 46), (99, 46), (6, 47), (30, 47), (46, 47), (62, 47), (90, 47), (92, 47), (93, 47), (16, 48), (34, 48), (12, 49), (13, 49), (38, 49), (64, 49), (87, 49), (94, 49), (7, 50), (10, 50), (20, 50), (50, 52), (73, 52)]","[0, 1, 2, 24, 39, 74, 86, 3, 4, 5, 23, 47, 52, 65, 79, 85, 88, 89, 8, 9]",1.9577527046203613,142.45016646385193
73,"[(6, 41), (0, 43), (1, 43), (74, 43), (83, 43), (2, 44), (3, 44), (4, 44), (5, 44), (28, 44), (30, 44), (49, 44), (66, 44), (78, 44), (93, 44), (97, 44), (99, 44), (7, 45), (9, 45), (10, 45), (11, 45), (15, 45), (17, 45), (21, 45), (22, 45), (26, 45), (33, 45), (38, 45), (43, 45), (45, 45), (48, 45), (50, 45), (52, 45), (53, 45), (57, 45), (58, 45), (60, 45), (64, 45), (67, 45), (68, 45), (71, 45), (72, 45), (75, 45), (77, 45), (80, 45), (81, 45), (84, 45), (87, 45), (88, 45), (89, 45), (90, 45), (92, 45), (94, 45), (98, 45), (18, 46), (19, 46), (20, 46), (23, 46), (24, 46), (31, 46), (32, 46), (34, 46), (39, 46), (40, 46), (44, 46), (46, 46), (51, 46), (59, 46), (62, 46), (63, 46), (76, 46), (79, 46), (82, 46), (85, 46), (96, 46), (8, 47), (29, 47), (37, 47), (54, 47), (61, 47), (69, 47), (13, 48), (16, 48), (27, 48), (47, 48), (14, 49), (25, 49), (56, 49), (65, 49), (70, 49), (73, 49), (86, 49), (91, 49), (12, 50), (35, 50), (41, 50), (42, 50), (95, 50), (36, 51), (55, 52)]","[6, 0, 1, 74, 83, 2, 3, 4, 5, 28, 30, 49, 66, 78, 93, 97, 99, 7, 9, 10]",1.9637665748596191,144.4149305820465
74,"[(0, 41), (3, 43), (4, 43), (54, 43), (65, 43), (5, 44), (7, 44), (8, 44), (9, 44), (10, 44), (11, 44), (12, 44), (13, 44), (14, 44), (15, 44), (16, 44), (20, 44), (21, 44), (22, 44), (24, 44), (25, 44), (29, 44), (32, 44), (33, 44), (36, 44), (39, 44), (43, 44), (44, 44), (46, 44), (47, 44), (48, 44), (50, 44), (51, 44), (53, 44), (55, 44), (56, 44), (58, 44), (61, 44), (63, 44), (67, 44), (68, 44), (69, 44), (70, 44), (74, 44), (75, 44), (78, 44), (81, 44), (83, 44), (87, 44), (88, 44), (90, 44), (91, 44), (93, 44), (97, 44), (98, 44), (99, 44), (6, 45), (17, 45), (18, 45), (19, 45), (23, 45), (26, 45), (28, 45), (30, 45), (31, 45), (34, 45), (37, 45), (40, 45), (41, 45), (49, 45), (52, 45), (57, 45), (59, 45), (62, 45), (66, 45), (71, 45), (72, 45), (80, 45), (94, 45), (95, 45), (96, 45), (60, 46), (77, 46), (2, 47), (27, 47), (42, 47), (64, 47), (85, 47), (1, 48), (35, 48), (45, 48), (79, 48), (86, 48), (76, 49), (82, 49), (84, 49), (89, 49), (38, 50), (92, 50), (73, 52)]","[0, 3, 4, 54, 65, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22, 24]",1.9647247791290283,146.3806631565094
75,"[(0, 41), (11, 41), (65, 42), (72, 42), (1, 43), (2, 43), (3, 43), (4, 43), (18, 43), (27, 43), (35, 43), (57, 43), (83, 43), (5, 44), (6, 44), (7, 44), (8, 44), (10, 44), (12, 44), (13, 44), (14, 44), (15, 44), (16, 44), (17, 44), (20, 44), (22, 44), (23, 44), (24, 44), (25, 44), (26, 44), (28, 44), (29, 44), (30, 44), (32, 44), (34, 44), (36, 44), (37, 44), (38, 44), (39, 44), (40, 44), (41, 44), (42, 44), (43, 44), (44, 44), (45, 44), (46, 44), (47, 44), (50, 44), (51, 44), (52, 44), (53, 44), (55, 44), (56, 44), (58, 44), (59, 44), (60, 44), (61, 44), (62, 44), (63, 44), (66, 44), (68, 44), (69, 44), (70, 44), (71, 44), (73, 44), (75, 44), (76, 44), (77, 44), (79, 44), (80, 44), (84, 44), (85, 44), (86, 44), (87, 44), (88, 44), (89, 44), (90, 44), (91, 44), (92, 44), (93, 44), (94, 44), (96, 44), (97, 44), (98, 44), (99, 44), (9, 45), (19, 45), (81, 45), (49, 46), (64, 46), (78, 46), (21, 47), (48, 47), (74, 47), (95, 47), (33, 48), (54, 48), (67, 48), (82, 48), (31, 49)]","[0, 11, 65, 72, 1, 2, 3, 4, 18, 27, 35, 57, 83, 5, 6, 7, 8, 10, 12, 13]",1.951789379119873,148.3334400653839
76,"[(0, 41), (1, 41), (2, 42), (3, 42), (63, 42), (87, 42), (4, 43), (5, 43), (6, 43), (7, 43), (9, 43), (11, 43), (22, 43), (24, 43), (26, 43), (31, 43), (36, 43), (37, 43), (38, 43), (39, 43), (45, 43), (46, 43), (47, 43), (53, 43), (57, 43), (64, 43), (65, 43), (71, 43), (75, 43), (80, 43), (90, 43), (91, 43), (94, 43), (99, 43), (13, 44), (14, 44), (17, 44), (18, 44), (19, 44), (20, 44), (21, 44), (23, 44), (25, 44), (27, 44), (28, 44), (29, 44), (30, 44), (32, 44), (33, 44), (34, 44), (40, 44), (41, 44), (42, 44), (43, 44), (44, 44), (48, 44), (49, 44), (50, 44), (51, 44), (52, 44), (55, 44), (56, 44), (59, 44), (61, 44), (62, 44), (66, 44), (67, 44), (68, 44), (69, 44), (70, 44), (74, 44), (76, 44), (78, 44), (81, 44), (82, 44), (83, 44), (85, 44), (86, 44), (88, 44), (89, 44), (93, 44), (96, 44), (10, 45), (77, 45), (97, 45), (8, 46), (35, 46), (54, 46), (72, 46), (73, 46), (84, 46), (92, 46), (58, 47), (79, 47), (16, 48), (95, 48), (98, 48), (15, 49), (12, 50), (60, 50)]","[0, 1, 2, 3, 63, 87, 4, 5, 6, 7, 9, 11, 22, 24, 26, 31, 36, 37, 38, 39]",1.9587538242340088,150.29219388961792
77,"[(0, 41), (1, 41), (2, 42), (3, 42), (4, 42), (5, 42), (13, 42), (29, 42), (65, 42), (6, 43), (7, 43), (8, 43), (9, 43), (11, 43), (12, 43), (14, 43), (15, 43), (16, 43), (17, 43), (19, 43), (20, 43), (22, 43), (23, 43), (24, 43), (25, 43), (26, 43), (27, 43), (30, 43), (33, 43), (34, 43), (35, 43), (36, 43), (37, 43), (38, 43), (39, 43), (41, 43), (42, 43), (43, 43), (45, 43), (47, 43), (48, 43), (49, 43), (50, 43), (54, 43), (55, 43), (56, 43), (58, 43), (59, 43), (60, 43), (61, 43), (62, 43), (63, 43), (64, 43), (66, 43), (67, 43), (68, 43), (69, 43), (70, 43), (71, 43), (73, 43), (74, 43), (75, 43), (76, 43), (77, 43), (78, 43), (79, 43), (80, 43), (82, 43), (83, 43), (84, 43), (85, 43), (86, 43), (87, 43), (89, 43), (90, 43), (91, 43), (92, 43), (93, 43), (94, 43), (96, 43), (97, 43), (98, 43), (28, 44), (57, 44), (81, 44), (95, 44), (21, 45), (32, 45), (44, 45), (52, 45), (72, 45), (31, 46), (18, 47), (46, 47), (53, 47), (10, 48), (40, 48), (99, 48), (88, 49), (51, 50)]","[0, 1, 2, 3, 4, 5, 13, 29, 65, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 19]",1.9487900733947754,152.2409839630127
78,"[(0, 41), (1, 41), (49, 41), (2, 42), (3, 42), (4, 42), (18, 42), (20, 42), (34, 42), (37, 42), (40, 42), (44, 42), (52, 42), (64, 42), (68, 42), (74, 42), (81, 42), (82, 42), (95, 42), (5, 43), (7, 43), (9, 43), (10, 43), (11, 43), (12, 43), (13, 43), (14, 43), (15, 43), (19, 43), (21, 43), (23, 43), (24, 43), (25, 43), (26, 43), (27, 43), (28, 43), (29, 43), (30, 43), (31, 43), (32, 43), (36, 43), (39, 43), (41, 43), (45, 43), (46, 43), (47, 43), (48, 43), (51, 43), (53, 43), (54, 43), (55, 43), (57, 43), (59, 43), (61, 43), (62, 43), (63, 43), (66, 43), (67, 43), (69, 43), (70, 43), (71, 43), (72, 43), (73, 43), (75, 43), (76, 43), (77, 43), (78, 43), (83, 43), (86, 43), (89, 43), (91, 43), (92, 43), (93, 43), (94, 43), (96, 43), (97, 43), (98, 43), (16, 44), (22, 44), (42, 44), (43, 44), (80, 44), (84, 44), (85, 44), (90, 44), (33, 45), (35, 45), (60, 45), (65, 45), (88, 45), (6, 46), (79, 46), (38, 47), (8, 48), (58, 49), (99, 49), (17, 50), (56, 50), (50, 51), (87, 51)]","[0, 1, 49, 2, 3, 4, 18, 20, 34, 37, 40, 44, 52, 64, 68, 74, 81, 82, 95, 5]",1.9607503414154053,154.2017343044281
79,"[(1, 41), (2, 41), (76, 41), (3, 42), (4, 42), (5, 42), (6, 42), (7, 42), (8, 42), (9, 42), (10, 42), (11, 42), (12, 42), (13, 42), (14, 42), (16, 42), (17, 42), (18, 42), (20, 42), (21, 42), (22, 42), (23, 42), (24, 42), (25, 42), (26, 42), (28, 42), (29, 42), (30, 42), (31, 42), (32, 42), (33, 42), (34, 42), (35, 42), (36, 42), (37, 42), (39, 42), (40, 42), (41, 42), (42, 42), (43, 42), (45, 42), (47, 42), (48, 42), (49, 42), (50, 42), (51, 42), (53, 42), (55, 42), (56, 42), (57, 42), (59, 42), (61, 42), (62, 42), (63, 42), (64, 42), (65, 42), (66, 42), (68, 42), (69, 42), (70, 42), (71, 42), (72, 42), (73, 42), (74, 42), (77, 42), (79, 42), (80, 42), (81, 42), (82, 42), (83, 42), (84, 42), (86, 42), (87, 42), (89, 42), (91, 42), (92, 42), (93, 42), (94, 42), (95, 42), (97, 42), (98, 42), (19, 43), (44, 43), (60, 43), (67, 43), (75, 43), (78, 43), (99, 43), (0, 44), (27, 44), (38, 44), (88, 44), (54, 45), (46, 46), (52, 46), (85, 46), (96, 46), (15, 47), (58, 48), (90, 49)]","[1, 2, 76, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20, 21]",1.9507815837860107,156.1525158882141
80,"[(19, 40), (0, 41), (1, 41), (2, 41), (70, 41), (3, 42), (4, 42), (5, 42), (6, 42), (7, 42), (8, 42), (9, 42), (10, 42), (11, 42), (12, 42), (13, 42), (16, 42), (18, 42), (20, 42), (22, 42), (23, 42), (24, 42), (25, 42), (26, 42), (28, 42), (31, 42), (32, 42), (36, 42), (37, 42), (38, 42), (39, 42), (40, 42), (41, 42), (43, 42), (46, 42), (47, 42), (48, 42), (49, 42), (52, 42), (55, 42), (56, 42), (57, 42), (58, 42), (59, 42), (60, 42), (61, 42), (62, 42), (63, 42), (64, 42), (65, 42), (66, 42), (67, 42), (68, 42), (69, 42), (71, 42), (73, 42), (74, 42), (75, 42), (78, 42), (80, 42), (81, 42), (82, 42), (83, 42), (84, 42), (86, 42), (88, 42), (92, 42), (93, 42), (94, 42), (96, 42), (97, 42), (99, 42), (30, 43), (50, 43), (53, 43), (89, 43), (95, 43), (14, 44), (21, 44), (33, 44), (44, 44), (45, 44), (76, 44), (85, 44), (87, 44), (17, 45), (27, 45), (42, 45), (51, 45), (54, 45), (77, 45), (90, 45), (91, 46), (34, 47), (79, 47), (29, 48), (15, 49), (72, 49), (98, 49), (35, 51)]","[19, 0, 1, 2, 70, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 20, 22]",2.089416980743408,158.24193286895752
81,"[(0, 40), (82, 40), (1, 41), (3, 41), (4, 41), (30, 41), (47, 41), (50, 41), (52, 41), (5, 42), (6, 42), (7, 42), (8, 42), (9, 42), (10, 42), (11, 42), (12, 42), (13, 42), (14, 42), (18, 42), (19, 42), (20, 42), (22, 42), (23, 42), (24, 42), (25, 42), (26, 42), (27, 42), (28, 42), (29, 42), (31, 42), (32, 42), (33, 42), (34, 42), (35, 42), (36, 42), (37, 42), (38, 42), (39, 42), (40, 42), (41, 42), (42, 42), (43, 42), (44, 42), (45, 42), (46, 42), (48, 42), (49, 42), (51, 42), (53, 42), (54, 42), (55, 42), (56, 42), (57, 42), (58, 42), (60, 42), (61, 42), (62, 42), (63, 42), (64, 42), (65, 42), (66, 42), (67, 42), (69, 42), (70, 42), (71, 42), (72, 42), (73, 42), (74, 42), (75, 42), (76, 42), (77, 42), (78, 42), (79, 42), (80, 42), (81, 42), (83, 42), (85, 42), (87, 42), (90, 42), (91, 42), (92, 42), (93, 42), (95, 42), (96, 42), (98, 42), (99, 42), (2, 43), (15, 43), (68, 43), (16, 44), (17, 44), (84, 44), (86, 44), (88, 44), (94, 44), (59, 45), (21, 46), (89, 46), (97, 47)]","[0, 82, 1, 3, 4, 30, 47, 50, 52, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 18]",1.971752405166626,160.21465468406677
82,"[(0, 40), (1, 40), (3, 41), (4, 41), (5, 41), (6, 41), (7, 41), (8, 41), (21, 41), (22, 41), (23, 41), (28, 41), (53, 41), (54, 41), (56, 41), (60, 41), (63, 41), (64, 41), (65, 41), (70, 41), (82, 41), (86, 41), (87, 41), (99, 41), (11, 42), (12, 42), (13, 42), (14, 42), (16, 42), (18, 42), (20, 42), (24, 42), (26, 42), (27, 42), (29, 42), (30, 42), (31, 42), (32, 42), (33, 42), (34, 42), (35, 42), (37, 42), (38, 42), (39, 42), (40, 42), (41, 42), (42, 42), (45, 42), (46, 42), (47, 42), (49, 42), (50, 42), (51, 42), (52, 42), (55, 42), (57, 42), (58, 42), (59, 42), (61, 42), (62, 42), (66, 42), (67, 42), (68, 42), (69, 42), (71, 42), (72, 42), (73, 42), (74, 42), (75, 42), (78, 42), (79, 42), (80, 42), (83, 42), (84, 42), (85, 42), (91, 42), (93, 42), (96, 42), (97, 42), (98, 42), (10, 43), (81, 43), (9, 44), (48, 44), (90, 44), (2, 45), (76, 45), (77, 45), (89, 45), (15, 46), (25, 46), (43, 46), (88, 46), (94, 46), (17, 47), (36, 47), (92, 47), (95, 47), (44, 48), (19, 50)]","[0, 1, 3, 4, 5, 6, 7, 8, 21, 22, 23, 28, 53, 54, 56, 60, 63, 64, 65, 70]",1.9547691345214844,162.16942381858826
83,"[(83, 37), (97, 38), (19, 39), (29, 39), (34, 39), (0, 40), (1, 40), (24, 40), (40, 40), (2, 41), (3, 41), (4, 41), (6, 41), (8, 41), (9, 41), (10, 41), (11, 41), (12, 41), (13, 41), (14, 41), (16, 41), (17, 41), (18, 41), (20, 41), (21, 41), (22, 41), (23, 41), (26, 41), (27, 41), (28, 41), (30, 41), (32, 41), (33, 41), (35, 41), (37, 41), (38, 41), (39, 41), (41, 41), (43, 41), (44, 41), (45, 41), (46, 41), (48, 41), (49, 41), (50, 41), (51, 41), (52, 41), (53, 41), (55, 41), (56, 41), (57, 41), (58, 41), (59, 41), (60, 41), (64, 41), (65, 41), (67, 41), (68, 41), (69, 41), (70, 41), (72, 41), (73, 41), (75, 41), (76, 41), (77, 41), (78, 41), (79, 41), (80, 41), (81, 41), (82, 41), (85, 41), (86, 41), (87, 41), (88, 41), (89, 41), (90, 41), (91, 41), (93, 41), (94, 41), (95, 41), (96, 41), (98, 41), (99, 41), (5, 42), (25, 42), (36, 42), (84, 42), (7, 43), (42, 43), (66, 44), (47, 45), (63, 45), (61, 46), (71, 46), (74, 46), (15, 47), (54, 48), (62, 48), (31, 49), (92, 52)]","[83, 97, 19, 29, 34, 0, 1, 24, 40, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14]",2.0115957260131836,164.18101954460144
84,"[(0, 37), (1, 38), (3, 39), (4, 39), (64, 39), (74, 39), (92, 39), (5, 40), (6, 40), (8, 40), (23, 40), (29, 40), (33, 40), (50, 40), (67, 40), (71, 40), (77, 40), (82, 40), (9, 41), (10, 41), (11, 41), (13, 41), (14, 41), (15, 41), (16, 41), (18, 41), (19, 41), (21, 41), (24, 41), (25, 41), (26, 41), (27, 41), (28, 41), (30, 41), (31, 41), (34, 41), (35, 41), (36, 41), (37, 41), (39, 41), (40, 41), (41, 41), (42, 41), (43, 41), (44, 41), (45, 41), (46, 41), (47, 41), (49, 41), (52, 41), (53, 41), (54, 41), (55, 41), (56, 41), (57, 41), (58, 41), (59, 41), (60, 41), (61, 41), (62, 41), (63, 41), (65, 41), (66, 41), (69, 41), (70, 41), (73, 41), (75, 41), (76, 41), (78, 41), (80, 41), (81, 41), (84, 41), (86, 41), (87, 41), (91, 41), (94, 41), (95, 41), (96, 41), (98, 41), (99, 41), (38, 42), (93, 42), (2, 43), (7, 43), (32, 43), (48, 43), (51, 43), (20, 44), (68, 44), (79, 44), (88, 44), (12, 45), (17, 45), (85, 45), (89, 45), (22, 46), (83, 46), (72, 47), (90, 48), (97, 48)]","[0, 1, 3, 4, 64, 74, 92, 5, 6, 8, 23, 29, 33, 50, 67, 71, 77, 82, 9, 10]",1.9577927589416504,166.13980913162231
85,"[(0, 37), (1, 38), (2, 39), (3, 39), (4, 39), (5, 39), (6, 39), (21, 39), (23, 39), (32, 39), (33, 39), (80, 39), (95, 39), (7, 40), (8, 40), (10, 40), (11, 40), (12, 40), (13, 40), (14, 40), (15, 40), (16, 40), (17, 40), (20, 40), (28, 40), (31, 40), (34, 40), (35, 40), (39, 40), (40, 40), (41, 40), (42, 40), (43, 40), (44, 40), (47, 40), (48, 40), (49, 40), (51, 40), (53, 40), (55, 40), (56, 40), (59, 40), (60, 40), (61, 40), (63, 40), (64, 40), (65, 40), (68, 40), (69, 40), (71, 40), (73, 40), (74, 40), (75, 40), (76, 40), (77, 40), (78, 40), (79, 40), (82, 40), (83, 40), (84, 40), (85, 40), (86, 40), (88, 40), (92, 40), (93, 40), (94, 40), (96, 40), (97, 40), (98, 40), (99, 40), (24, 41), (25, 41), (36, 41), (45, 41), (46, 41), (52, 41), (57, 41), (58, 41), (62, 41), (66, 41), (70, 41), (87, 41), (19, 42), (27, 43), (30, 43), (72, 43), (89, 43), (90, 43), (18, 44), (29, 44), (37, 44), (54, 44), (22, 45), (50, 45), (38, 46), (81, 46), (91, 46), (26, 47), (67, 47), (9, 48)]","[0, 1, 2, 3, 4, 5, 6, 21, 23, 32, 33, 80, 95, 7, 8, 10, 11, 12, 13, 14]",1.9657642841339111,168.10655093193054
86,"[(0, 37), (1, 38), (10, 38), (2, 39), (4, 39), (5, 39), (7, 39), (8, 39), (9, 39), (11, 39), (12, 39), (26, 39), (29, 39), (31, 39), (32, 39), (33, 39), (34, 39), (35, 39), (37, 39), (41, 39), (46, 39), (51, 39), (52, 39), (59, 39), (61, 39), (65, 39), (68, 39), (70, 39), (74, 39), (84, 39), (88, 39), (91, 39), (99, 39), (13, 40), (14, 40), (15, 40), (16, 40), (17, 40), (18, 40), (19, 40), (20, 40), (21, 40), (22, 40), (24, 40), (27, 40), (28, 40), (30, 40), (36, 40), (40, 40), (42, 40), (43, 40), (44, 40), (47, 40), (48, 40), (49, 40), (50, 40), (53, 40), (55, 40), (56, 40), (58, 40), (64, 40), (66, 40), (71, 40), (72, 40), (73, 40), (75, 40), (76, 40), (80, 40), (81, 40), (82, 40), (83, 40), (89, 40), (90, 40), (93, 40), (95, 40), (96, 40), (98, 40), (23, 41), (25, 41), (85, 41), (3, 42), (38, 42), (45, 42), (54, 42), (57, 42), (97, 42), (86, 43), (92, 43), (6, 44), (60, 44), (79, 44), (87, 44), (39, 45), (62, 45), (94, 45), (63, 46), (67, 46), (78, 46), (77, 47), (69, 48)]","[0, 1, 10, 2, 4, 5, 7, 8, 9, 11, 12, 26, 29, 31, 32, 33, 34, 35, 37, 41]",1.9587593078613281,170.06531023979187
87,"[(0, 37), (36, 37), (82, 37), (1, 38), (2, 38), (4, 38), (23, 38), (3, 39), (5, 39), (6, 39), (7, 39), (9, 39), (10, 39), (12, 39), (13, 39), (14, 39), (16, 39), (18, 39), (19, 39), (20, 39), (21, 39), (24, 39), (25, 39), (26, 39), (28, 39), (29, 39), (30, 39), (31, 39), (32, 39), (33, 39), (34, 39), (35, 39), (37, 39), (39, 39), (40, 39), (41, 39), (42, 39), (45, 39), (46, 39), (47, 39), (48, 39), (49, 39), (50, 39), (51, 39), (52, 39), (53, 39), (54, 39), (55, 39), (56, 39), (57, 39), (58, 39), (59, 39), (60, 39), (61, 39), (62, 39), (63, 39), (65, 39), (66, 39), (67, 39), (69, 39), (70, 39), (71, 39), (72, 39), (73, 39), (74, 39), (75, 39), (76, 39), (77, 39), (79, 39), (80, 39), (81, 39), (83, 39), (84, 39), (85, 39), (86, 39), (87, 39), (88, 39), (89, 39), (90, 39), (91, 39), (92, 39), (93, 39), (95, 39), (96, 39), (97, 39), (98, 39), (99, 39), (8, 40), (94, 41), (22, 42), (27, 42), (38, 42), (68, 42), (17, 43), (43, 43), (15, 44), (44, 44), (64, 44), (11, 45), (78, 46)]","[0, 36, 82, 1, 2, 4, 23, 3, 5, 6, 7, 9, 10, 12, 13, 14, 16, 18, 19, 20]",1.9607548713684082,172.02606511116028
88,"[(2, 37), (89, 37), (5, 38), (28, 38), (30, 38), (35, 38), (54, 38), (64, 38), (70, 38), (72, 38), (78, 38), (85, 38), (4, 39), (7, 39), (8, 39), (10, 39), (11, 39), (12, 39), (13, 39), (14, 39), (15, 39), (16, 39), (18, 39), (19, 39), (20, 39), (23, 39), (24, 39), (25, 39), (26, 39), (27, 39), (29, 39), (32, 39), (33, 39), (36, 39), (37, 39), (38, 39), (40, 39), (41, 39), (42, 39), (44, 39), (45, 39), (46, 39), (47, 39), (48, 39), (49, 39), (50, 39), (51, 39), (53, 39), (55, 39), (56, 39), (57, 39), (58, 39), (61, 39), (62, 39), (63, 39), (65, 39), (66, 39), (67, 39), (68, 39), (71, 39), (73, 39), (75, 39), (76, 39), (79, 39), (80, 39), (81, 39), (82, 39), (83, 39), (84, 39), (86, 39), (87, 39), (88, 39), (90, 39), (91, 39), (92, 39), (94, 39), (95, 39), (99, 39), (6, 40), (59, 40), (93, 40), (97, 40), (98, 40), (3, 41), (9, 41), (17, 41), (21, 41), (60, 41), (96, 41), (0, 42), (43, 42), (1, 43), (77, 43), (22, 44), (69, 44), (39, 45), (52, 45), (74, 45), (34, 47), (31, 52)]","[2, 89, 5, 28, 30, 35, 54, 64, 70, 72, 78, 85, 4, 7, 8, 10, 11, 12, 13, 14]",1.9607529640197754,173.98681807518005
89,"[(38, 36), (0, 37), (99, 37), (2, 38), (3, 38), (4, 38), (6, 38), (7, 38), (8, 38), (9, 38), (10, 38), (11, 38), (21, 38), (23, 38), (24, 38), (26, 38), (27, 38), (34, 38), (37, 38), (41, 38), (49, 38), (53, 38), (54, 38), (58, 38), (62, 38), (63, 38), (65, 38), (75, 38), (76, 38), (86, 38), (97, 38), (12, 39), (13, 39), (14, 39), (15, 39), (16, 39), (17, 39), (18, 39), (19, 39), (22, 39), (25, 39), (29, 39), (30, 39), (31, 39), (35, 39), (36, 39), (39, 39), (40, 39), (42, 39), (45, 39), (47, 39), (48, 39), (50, 39), (51, 39), (52, 39), (55, 39), (59, 39), (60, 39), (61, 39), (64, 39), (67, 39), (69, 39), (70, 39), (71, 39), (73, 39), (74, 39), (77, 39), (78, 39), (80, 39), (81, 39), (83, 39), (84, 39), (85, 39), (88, 39), (89, 39), (90, 39), (92, 39), (93, 39), (95, 39), (96, 39), (98, 39), (33, 40), (57, 40), (5, 41), (43, 42), (44, 42), (56, 42), (72, 42), (20, 43), (28, 43), (46, 43), (66, 43), (79, 43), (82, 43), (91, 43), (1, 44), (94, 44), (32, 45), (68, 45), (87, 46)]","[38, 0, 99, 2, 3, 4, 6, 7, 8, 9, 10, 11, 21, 23, 24, 26, 27, 34, 37, 41]",1.9577858448028564,175.94557404518127
90,"[(0, 36), (19, 36), (1, 37), (2, 37), (13, 37), (45, 37), (90, 37), (3, 38), (5, 38), (6, 38), (7, 38), (8, 38), (9, 38), (11, 38), (14, 38), (15, 38), (16, 38), (18, 38), (20, 38), (21, 38), (25, 38), (26, 38), (29, 38), (32, 38), (33, 38), (34, 38), (36, 38), (37, 38), (38, 38), (39, 38), (40, 38), (42, 38), (43, 38), (44, 38), (48, 38), (49, 38), (51, 38), (52, 38), (53, 38), (54, 38), (56, 38), (57, 38), (58, 38), (59, 38), (60, 38), (62, 38), (63, 38), (64, 38), (68, 38), (69, 38), (70, 38), (71, 38), (72, 38), (73, 38), (74, 38), (76, 38), (77, 38), (78, 38), (80, 38), (81, 38), (82, 38), (84, 38), (85, 38), (86, 38), (87, 38), (89, 38), (91, 38), (92, 38), (93, 38), (94, 38), (95, 38), (96, 38), (98, 38), (99, 38), (17, 39), (23, 39), (28, 39), (30, 39), (4, 40), (12, 40), (35, 40), (41, 40), (83, 40), (31, 41), (46, 41), (50, 41), (65, 41), (79, 41), (88, 41), (97, 41), (27, 42), (66, 42), (67, 42), (10, 43), (47, 43), (61, 43), (22, 45), (55, 45), (24, 46), (75, 49)]","[0, 19, 1, 2, 13, 45, 90, 3, 5, 6, 7, 8, 9, 11, 14, 15, 16, 18, 20, 21]",1.9557924270629883,177.90234112739563
91,"[(0, 36), (1, 36), (49, 36), (70, 36), (2, 37), (3, 37), (4, 37), (5, 37), (6, 37), (22, 37), (24, 37), (30, 37), (48, 37), (53, 37), (54, 37), (62, 37), (88, 37), (7, 38), (9, 38), (12, 38), (13, 38), (14, 38), (16, 38), (19, 38), (20, 38), (21, 38), (23, 38), (25, 38), (26, 38), (27, 38), (28, 38), (29, 38), (31, 38), (32, 38), (33, 38), (34, 38), (35, 38), (36, 38), (37, 38), (38, 38), (39, 38), (40, 38), (45, 38), (47, 38), (50, 38), (51, 38), (52, 38), (55, 38), (56, 38), (57, 38), (59, 38), (60, 38), (61, 38), (63, 38), (64, 38), (65, 38), (66, 38), (67, 38), (69, 38), (71, 38), (72, 38), (73, 38), (74, 38), (75, 38), (76, 38), (77, 38), (78, 38), (79, 38), (80, 38), (81, 38), (83, 38), (84, 38), (85, 38), (86, 38), (87, 38), (89, 38), (90, 38), (91, 38), (92, 38), (95, 38), (98, 38), (99, 38), (8, 39), (82, 39), (15, 40), (41, 40), (10, 41), (11, 41), (18, 41), (43, 41), (44, 41), (68, 41), (93, 41), (97, 41), (17, 42), (94, 42), (58, 43), (42, 45), (96, 45), (46, 47)]","[0, 1, 49, 70, 2, 3, 4, 5, 6, 22, 24, 30, 48, 53, 54, 62, 88, 7, 9, 12]",1.960766077041626,179.86310720443726
