Generation,Ranking,BOBs,Time for Generation,Time since Initiation
11,"[(0, 28), (2, 29), (3, 29), (4, 29), (6, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (27, 29), (29, 29), (30, 29), (34, 29), (35, 29), (36, 29), (46, 29), (51, 29), (55, 29), (56, 29), (62, 29), (66, 29), (67, 29), (71, 29), (76, 29), (78, 29), (84, 29), (86, 29), (13, 30), (14, 30), (15, 30), (60, 30), (68, 30), (28, 956), (16, 957), (17, 957), (18, 957), (19, 957), (47, 957), (75, 957), (77, 957), (87, 957), (91, 957), (31, 964), (37, 964), (57, 964), (65, 964), (90, 964), (21, 965), (20, 966), (22, 966), (39, 966), (52, 966), (73, 966), (97, 966), (33, 967), (38, 967), (41, 967), (43, 967), (58, 967), (59, 967), (81, 967), (82, 967), (83, 967), (93, 967), (96, 967), (98, 967), (99, 967), (24, 968), (42, 968), (48, 968), (49, 968), (53, 968), (64, 968), (74, 968), (79, 968), (85, 968), (92, 968), (7, 969), (1, 970), (5, 970), (23, 970), (50, 970), (72, 970), (26, 971), (63, 971), (69, 971), (70, 971), (88, 971), (89, 971), (61, 972), (25, 979), (32, 979), (40, 979), (45, 979), (54, 979), (80, 979), (94, 979), (95, 979), (44, 980)]","[0, 2, 3, 4, 6, 8, 9, 10, 11, 12, 27, 29, 30, 34, 35, 36, 46, 51, 55, 56]",1.4573397636413574,15.33670687675476
12,"[(0, 28), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (27, 29), (28, 29), (29, 29), (32, 29), (34, 29), (35, 29), (37, 29), (38, 29), (39, 29), (42, 29), (43, 29), (44, 29), (45, 29), (48, 29), (49, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (57, 29), (58, 29), (59, 29), (60, 29), (62, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (74, 29), (75, 29), (76, 29), (78, 29), (79, 29), (81, 29), (82, 29), (83, 29), (84, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (92, 29), (93, 29), (94, 29), (96, 29), (97, 29), (98, 29), (99, 29), (36, 30), (31, 966), (40, 966), (41, 966), (47, 966), (50, 966), (56, 966), (63, 966), (73, 966), (77, 966), (85, 966), (33, 970), (46, 970), (61, 970), (80, 970), (26, 971), (30, 971), (95, 971)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2.3449299335479736,17.681636810302734
13,"[(0, 28), (1, 29), (3, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (33, 29), (34, 29), (35, 29), (36, 29), (37, 29), (38, 29), (39, 29), (40, 29), (43, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (53, 29), (54, 29), (56, 29), (57, 29), (58, 29), (59, 29), (61, 29), (62, 29), (63, 29), (64, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (73, 29), (74, 29), (76, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (83, 29), (84, 29), (86, 29), (88, 29), (89, 29), (92, 29), (95, 29), (97, 29), (99, 29), (24, 966), (26, 966), (51, 966), (60, 966), (72, 966), (94, 966), (96, 966), (75, 968), (82, 968), (10, 969), (25, 969), (41, 969), (52, 969), (55, 969), (85, 969), (4, 970), (23, 970), (42, 970), (65, 970), (87, 970), (90, 970), (91, 970), (93, 970), (98, 970), (2, 971)]","[0, 1, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",2.2509195804595947,19.93353295326233
14,"[(0, 28), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (22, 29), (23, 29), (24, 29), (25, 29), (27, 29), (28, 29), (29, 29), (30, 29), (32, 29), (34, 29), (35, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (45, 29), (46, 29), (48, 29), (50, 29), (51, 29), (55, 29), (57, 29), (58, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (67, 29), (69, 29), (70, 29), (71, 29), (72, 29), (74, 29), (75, 29), (76, 29), (78, 29), (79, 29), (82, 29), (83, 29), (84, 29), (86, 29), (88, 29), (89, 29), (90, 29), (91, 29), (92, 29), (93, 29), (94, 29), (95, 29), (98, 29), (99, 29), (31, 966), (44, 966), (52, 966), (54, 966), (66, 966), (81, 966), (85, 966), (87, 966), (96, 966), (53, 969), (56, 969), (73, 969), (21, 970), (26, 970), (36, 970), (47, 970), (49, 970), (60, 970), (68, 970), (97, 970), (8, 971), (59, 971), (77, 971), (80, 971), (33, 972)]","[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",2.2464144229888916,22.17994737625122
15,"[(1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (31, 29), (32, 29), (33, 29), (34, 29), (35, 29), (36, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (59, 29), (61, 29), (62, 29), (64, 29), (65, 29), (66, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (78, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (90, 29), (92, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (37, 966), (56, 966), (58, 966), (60, 966), (63, 966), (67, 966), (79, 966), (80, 966), (81, 966), (91, 966), (30, 967), (82, 969), (43, 970), (44, 970), (45, 970), (57, 970), (15, 971), (77, 971), (89, 971), (93, 971), (0, 972)]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21]",2.2634072303771973,24.443354606628418
16,"[(0, 29), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (10, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (23, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (35, 29), (36, 29), (37, 29), (38, 29), (39, 29), (40, 29), (42, 29), (43, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (60, 29), (62, 29), (63, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (77, 29), (78, 29), (81, 29), (82, 29), (83, 29), (84, 29), (86, 29), (87, 29), (89, 29), (91, 29), (92, 29), (93, 29), (94, 29), (97, 29), (98, 29), (99, 29), (22, 969), (65, 969), (85, 969), (9, 970), (11, 970), (32, 970), (33, 970), (41, 970), (61, 970), (64, 970), (88, 970), (90, 970), (95, 970), (96, 970), (24, 971), (34, 971), (59, 971), (79, 971), (80, 972)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",2.3274922370910645,26.77181911468506
17,"[(0, 29), (1, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (10, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (20, 29), (21, 29), (22, 29), (23, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (33, 29), (34, 29), (35, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (43, 29), (44, 29), (45, 29), (46, 29), (47, 29), (49, 29), (50, 29), (51, 29), (52, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (77, 29), (78, 29), (79, 29), (80, 29), (82, 29), (83, 29), (85, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (92, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (25, 969), (36, 969), (2, 970), (3, 970), (11, 970), (19, 970), (24, 970), (26, 970), (48, 970), (53, 970), (54, 970), (76, 970), (81, 970), (84, 970), (99, 970), (9, 971)]","[0, 1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 27]",2.3721485137939453,29.14491629600525
18,"[(1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (21, 29), (22, 29), (23, 29), (24, 29), (26, 29), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (34, 29), (36, 29), (37, 29), (39, 29), (40, 29), (43, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (70, 29), (71, 29), (72, 29), (74, 29), (75, 29), (76, 29), (77, 29), (78, 29), (79, 29), (81, 29), (82, 29), (83, 29), (85, 29), (86, 29), (87, 29), (89, 29), (90, 29), (91, 29), (92, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (0, 970), (18, 970), (19, 970), (20, 970), (25, 970), (33, 970), (35, 970), (38, 970), (42, 970), (84, 970), (88, 970), (93, 970), (41, 971), (49, 971), (61, 971), (73, 971), (80, 971), (69, 973)]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21, 22, 23]",2.383748769760132,31.529640436172485
19,"[(0, 29), (2, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (28, 29), (29, 29), (32, 29), (33, 29), (34, 29), (35, 29), (36, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (45, 29), (46, 29), (47, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (73, 29), (74, 29), (75, 29), (76, 29), (77, 29), (78, 29), (80, 29), (81, 29), (82, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (90, 29), (91, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (89, 969), (1, 970), (3, 970), (11, 970), (30, 970), (31, 970), (43, 970), (48, 970), (64, 970), (79, 970), (92, 970), (21, 971), (44, 971)]","[0, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23]",2.419835329055786,33.94947576522827
20,"[(2, 29), (3, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (30, 29), (31, 29), (33, 29), (34, 29), (35, 29), (36, 29), (37, 29), (38, 29), (39, 29), (40, 29), (41, 29), (42, 29), (44, 29), (45, 29), (46, 29), (47, 29), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (55, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29), (74, 29), (75, 29), (77, 29), (78, 29), (79, 29), (80, 29), (81, 29), (83, 29), (84, 29), (85, 29), (86, 29), (87, 29), (88, 29), (89, 29), (90, 29), (91, 29), (93, 29), (94, 29), (95, 29), (96, 29), (97, 29), (98, 29), (99, 29), (54, 968), (0, 969), (4, 969), (56, 969), (1, 970), (12, 970), (28, 970), (29, 970), (43, 970), (66, 970), (67, 970), (76, 970), (82, 970), (92, 970), (73, 971), (32, 972)]","[2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",2.403748035430908,36.35322380065918
